決算年度,決算四半期,売上高,売上原価,売上総利益,売上総利益率,販管費,営業利益,営業利益率,EBITDA,経常利益,法人税等,実質実効税率,親会社に帰属する純利益,純利益率,EPS,BPS,企業価値,時価総額,純有利子負債,PER（会予）,PBR,PER × PBR,EV/EBITDA（会予）,PSR,PCFR,一株当たり配当金,配当利回り（実績）,配当性向,自己資本配当率,ROE,総資産回転率,財務レバレッジ,実質ROE,ROIC,ROA,総資産,流動資産,現金及び預金,現金/総資産,現金/月間売上,現金/時価総額,売掛金および受取手形,製品および仕掛品,流動比率,固定資産,負債,流動負債,買掛金および支払手形,固定負債,有利子負債,D/Eレシオ,ネットD純利益倍率,自己株調整済負債比率,純資産,株主資本,自己資本,自己資本比率,資本金,利益剰余金,営業CF,減価償却費,のれん償却費,投資CF,財務CF,フリーCF,設備投資額,研究開発費,発行済株式総数,従業員数,売上/従業員数,営利/従業員数,株価
2021,4,3568380000000,2711947000000,856433000000,24.0,664972000000,191460000000,5.4,352965000000,262917000000,74520000000,27.2,160345000000,4.5,330.2,3867.7,1755769513972,2045926513972,-290157000000,13.6,1.1,14.9,5.3,0.6,6.6,91.0,2.16,27.6,2.4,8.5,0.86,2.2,8.5,4.6,3.9,4155153000000,2051219000000,964315000000,23,3,47,434005000000,369448000000,163.2,2103934000000,1891481000000,1256517000000,-,634963000000,674158000000,0.4,-1.8,84,2263672000000,1899536000000,1878228000000,45,138318000000,1638726000000,221259000000,161505000000,-,-153515000000,-154624000000,30787000000,190472000000,-,485622244,-,-,-,4213
2020,4,3178209000000,2311592000000,866617000000,27.3,672184000000,194432000000,6.1,330977000000,248255000000,71641000000,29.7,146421000000,4.6,301.6,3475.3,2186202005300,2439928005300,-253726000000,22.2,1.4,32.1,7.4,0.8,9.9,90.0,1.79,29.8,2.6,8.7,0.79,2.4,8.6,5.0,3.6,4036360000000,2158793000000,1024553000000,25,4,42,448601000000,355910000000,127.9,1877566000000,2004395000000,1688462000000,-,315932000000,770827000000,0.5,-1.7,98,2031964000000,1780462000000,1687478000000,42,138262000000,1519826000000,415439000000,136545000000,-,-232985000000,302633000000,244492000000,170947000000,146200000000,485557812,68739,46235892,2828554,5025
2019,4,3488433000000,2514779000000,973654000000,27.9,758585000000,215069000000,6.2,379227000000,245414000000,83418000000,33.9,134222000000,3.8,276.6,3065.0,1172726755793,1254341755793,-81615000000,9.0,0.8,7.6,3.2,0.4,4.1,85.0,3.29,30.7,2.8,9.0,1.04,2.2,8.9,7.0,4.0,3339783000000,1539722000000,485808000000,15,2,39,427358000000,355491000000,125.6,1800060000000,1546126000000,1225506000000,-,320619000000,404193000000,0.3,-0.6,85,1793657000000,1677583000000,1487552000000,45,138202000000,1414665000000,171533000000,164158000000,-,-296989000000,80708000000,-64917000000,236450000000,148100000000,485332465,68499,50926773,3139739,2585
2018,4,3871496000000,2738958000000,1132538000000,29.3,808172000000,324365000000,8.4,473291000000,379530000000,61502000000,20.6,178759000000,4.6,387.5,3018.4,2125329082980,2259609082980,-134280000000,10.3,1.6,16.7,4.3,0.6,6.1,74.0,1.51,19.1,2.5,12.8,1.14,2.4,11.9,14.9,5.3,3401970000000,1622317000000,509717000000,15,2,23,445700000000,351896000000,121.1,1779653000000,1686055000000,1339662000000,-,346393000000,375437000000,0.3,-0.8,92,1715914000000,1482750000000,1392490000000,41,138161000000,1314587000000,383437000000,148926000000,-,-250848000000,-256110000000,114492000000,268945000000,158100000000,461333010,67721,57168323,4789725,4898
2017,4,3757219000000,2651473000000,1105745000000,29.4,731563000000,374182000000,10.0,525059000000,382787000000,108593000000,28.3,215730000000,5.7,488.4,2937.3,2418646445250,2531155445250,-112509000000,14.1,2.0,27.4,5.4,0.7,7.6,74.0,1.29,15.2,2.5,16.6,1.12,2.6,14.5,14.2,6.5,3340828000000,1818988000000,690418000000,21,2,27,388973000000,352915000000,146.5,1521839000000,1745601000000,1241341000000,-,504259000000,577909000000,0.4,-0.5,98,1595227000000,1340047000000,1297537000000,39,138064000000,1247242000000,445171000000,150877000000,-,-341585000000,-113922000000,231795000000,213376000000,-,441737425,65179,57644625,5740837,5730
2016,4,3169542000000,2261914000000,907627000000,28.6,640942000000,266685000000,8.4,430082000000,286693000000,97583000000,33.1,159956000000,5.0,362.5,2538.1,1985228110690,2039309110690,-54081000000,14.1,1.8,25.6,5.5,0.7,6.6,44.0,0.95,12.1,1.7,14.3,1.02,2.8,12.2,9.6,5.1,3115985000000,1955973000000,693952000000,22,3,34,349224000000,332114000000,164.6,1160012000000,1728943000000,1188121000000,-,540822000000,639871000000,0.6,-0.3,110,1387041000000,1149548000000,1119866000000,36,138014000000,1058549000000,366315000000,163397000000,-,-288564000000,89505000000,167533000000,198782000000,-,441217895,62992,50316580,4233633,4622
2015,4,3180659000000,2313779000000,866879000000,27.3,671571000000,195308000000,6.1,363623000000,209109000000,92330000000,37.6,116660000000,3.7,264.4,2170.7,1360513571881,1328414571881,32099000000,11.1,1.4,15.4,3.7,0.4,4.6,32.0,1.06,12.1,1.5,12.2,1.18,2.8,10.2,6.9,4.3,2702008000000,1632630000000,497187000000,18,2,37,335343000000,286300000000,142.5,1069377000000,1514305000000,1145956000000,-,368348000000,529286000000,0.6,0.3,110,1187703000000,1004668000000,957699000000,35,138014000000,913656000000,294095000000,168315000000,-,-242435000000,-520361000000,122560000000,171535000000,-,441187171,61601,51633236,3170533,3011
2014,4,3015461000000,2190309000000,825152000000,27.4,645727000000,179424000000,6.0,313801000000,194318000000,65619000000,34.0,96862000000,3.2,172.7,2642.0,2123678167150,2026524167150,97154000000,19.3,1.4,26.4,6.6,0.7,8.5,27.0,0.75,15.6,1.0,6.5,0.93,2.2,6.5,5.6,3.0,3252800000000,2008729000000,457513000000,14,2,23,316826000000,314390000000,174.3,1244071000000,1551409000000,1152601000000,-,398808000000,554667000000,0.4,1.0,91,1701390000000,1364757000000,1482092000000,46,138014000000,1082440000000,255037000000,134377000000,-,-120909000000,84472000000,60580000000,194457000000,-,560975548,57409,52525928,3125364,3613
2013,4,2938314000000,2142754000000,795559000000,27.1,607812000000,187747000000,6.4,304935000000,197842000000,69600000000,35.3,107484000000,3.7,191.6,2365.0,1597745494864,1511269494864,86476000000,-,1.1,-,-,-,12.9,24.0,0.89,12.5,1.0,8.1,1.02,2.2,8.1,6.7,3.7,2874074000000,1790832000000,358851000000,12,1,24,310694000000,276284000000,169.4,1083242000000,1379717000000,1056933000000,-,322783000000,445327000000,0.3,0.8,92,1494357000000,1290877000000,1326725000000,46,138014000000,1008555000000,322915000000,117188000000,-,-286559000000,2809000000,109296000000,213619000000,-,560976056,57749,50880777,3251087,2694
2012,4,2578317000000,1919218000000,659098000000,25.6,514534000000,144564000000,5.6,238244000000,155593000000,48377000000,34.7,80389000000,3.1,143.3,2044.6,1332661302189,1184189302189,148472000000,16.9,1.0,17.5,6.0,0.5,7.2,18.0,0.85,12.6,0.9,7.0,1.04,2.2,7.0,6.1,3.2,2487635000000,1560218000000,279009000000,11,1,24,253237000000,261379000000,176.4,927416000000,1189081000000,884616000000,-,304464000000,427481000000,0.4,1.8,92,1298553000000,1194597000000,1146956000000,46,138014000000,912304000000,190057000000,93680000000,-,-210559000000,-33632000000,20769000000,169288000000,-,560961299,55948,46084167,2583899,2111
2011,4,2512186000000,1915228000000,596957000000,23.8,477653000000,119304000000,4.7,222421000000,130553000000,52582000000,45.0,53887000000,2.1,96.1,1760.8,1257120889287,1109025889287,148095000000,22.2,1.1,24.9,5.9,0.4,7.2,15.0,0.76,15.6,0.9,5.5,1.09,2.3,5.5,4.7,2.3,2302439000000,1509568000000,291670000000,13,1,26,254066000000,239680000000,145.6,792870000000,1190681000000,1037028000000,-,153653000000,439765000000,0.4,2.7,107,1111757000000,1116594000000,987748000000,43,138014000000,834296000000,226718000000,103117000000,-,-93643000000,-56540000000,107508000000,119210000000,-,560964031,-,-,-,1977
2010,4,2608217000000,1986460000000,621757000000,23.8,514822000000,106934000000,4.1,245302000000,122502000000,52949000000,44.8,45174000000,1.7,80.5,1728.4,1266152137773,1042835137773,223317000000,29.8,1.1,32.0,5.3,0.4,6.0,13.0,0.7,16.1,0.8,4.7,1.17,2.3,4.7,3.7,2.0,2224344000000,1372885000000,261264000000,12,1,25,204603000000,231886000000,170.4,851458000000,1117345000000,805723000000,-,311621000000,484581000000,0.5,4.9,101,1106999000000,1070564000000,969577000000,44,138014000000,788263000000,226470000000,138368000000,-,-87379000000,-74977000000,96738000000,129732000000,-,560965647,-,-,-,1859
2009,4,2469063000000,1881772000000,587291000000,23.8,507923000000,79368000000,3.2,221214000000,93841000000,40260000000,43.5,28913000000,1.2,51.9,1708.2,1549359903717,1149738903717,399621000000,71.9,1.2,86.8,8.1,0.5,7.3,12.0,0.58,23.1,0.7,3.0,1.04,2.5,3.0,2.6,1.2,2381314000000,1479336000000,147394000000,6,1,13,248565000000,236194000000,158.4,901977000000,1291556000000,933915000000,-,357641000000,547015000000,0.6,13.8,119,1089757000000,1026251000000,951983000000,40,134803000000,750357000000,326377000000,141846000000,-,-282286000000,103445000000,197246000000,129131000000,-,557314059,-,-,-,2063
2008,4,3004888000000,2315958000000,688930000000,22.9,612003000000,76926000000,2.6,218129000000,79675000000,39999000000,49.9,27429000000,0.9,63.1,1471.2,1252451435971,708019435971,544432000000,32.2,1.1,35.6,6.0,0.2,4.3,16.0,0.98,25.4,1.1,4.3,1.39,3.4,3.1,2.8,1.3,2157849000000,1267790000000,136915000000,6,1,19,249289000000,324539000000,116.8,890058000000,1414934000000,1085121000000,-,329813000000,681347000000,1.1,19.8,144,742915000000,751812000000,639433000000,30,120210000000,735337000000,34241000000,141203000000,-,-262908000000,232870000000,-167960000000,202201000000,-,434634399,-,-,-,1629
2021,4,2744520000000,2240595000000,503925000000,18.4,303136000000,90452000000,3.3,314507000000,106972000000,36376000000,34.0,70007000000,2.6,91.3,2465.4,944946297908,1493975297908,-549029000000,19.9,0.8,15.7,2.9,0.6,5.0,56.0,2.87,61.3,2.3,3.7,0.77,1.9,3.7,2.4,2.0,3543753000000,2042243000000,883074000000,25,4,59,337387000000,483113000000,239.6,1501510000000,1642734000000,852255000000,273546000000,790479000000,334045000000,0.2,-7.8,86,1901019000000,1890789000000,1890789000000,53,153795000000,1466322000000,195651000000,224055000000,-,-179723000000,-98502000000,94400000000,101251000000,-,766927771,-,-,-,1948
2020,4,2830210000000,2337614000000,492596000000,17.4,279867000000,102468000000,3.6,308785000000,113954000000,36634000000,32.1,76510000000,2.7,99.8,2318.2,1116740117572,1690183117572,-573443000000,22.5,1.0,21.4,3.6,0.6,6.0,56.0,2.54,56.1,2.4,4.3,0.83,1.9,4.3,3.1,2.2,3411712000000,1982832000000,907326000000,27,4,54,341907000000,419053000000,226.6,1428880000000,1625329000000,875140000000,267824000000,750189000000,333883000000,0.2,-7.5,91,1786383000000,1777735000000,1777735000000,52,153795000000,1435291000000,289376000000,206317000000,-,-272174000000,13966000000,164651000000,124725000000,-,766870743,36070,78464375,2840810,2204
2019,4,3344109000000,2728605000000,615504000000,18.4,308227000000,210319000000,6.3,403061000000,207656000000,55065000000,26.5,152587000000,4.6,199.0,2233.8,970235949618,1589991949618,-619756000000,9.8,0.9,9.1,2.4,0.5,4.5,100.0,4.82,50.3,4.5,8.9,1.02,1.9,8.9,8.0,4.6,3293908000000,1978765000000,858966000000,26,3,54,364839000000,459940000000,201.2,1315143000000,1573785000000,983296000000,336223000000,590489000000,239210000000,0.1,-4.1,91,1720123000000,1712881000000,1712881000000,52,153795000000,1397239000000,210134000000,192742000000,-,-25844000000,-15818000000,84132000000,126002000000,-,766815505,35034,95453245,6003283,2074
2018,4,3156150000000,2558262000000,597888000000,18.9,298875000000,181724000000,5.8,368801000000,186026000000,45237000000,24.3,141418000000,4.5,184.4,2194.0,1343144703220,1934154703220,-591010000000,13.8,1.1,15.9,3.6,0.6,5.9,144.0,5.71,78.1,6.6,8.4,0.99,1.9,8.4,7.6,4.4,3180597000000,1913734000000,702328000000,22,3,36,344237000000,390700000000,180.0,1266863000000,1490698000000,1063450000000,404395000000,427248000000,111318000000,0.1,-4.2,88,1689899000000,1682248000000,1682248000000,53,153795000000,1350639000000,250732000000,187077000000,-,-190119000000,-141551000000,137253000000,113479000000,102719000000,766761032,34200,92285088,5313567,2523
2017,4,3232695000000,2442706000000,789989000000,24.4,410542000000,379447000000,11.7,481549000000,379934000000,75601000000,25.4,220354000000,6.8,287.4,2025.3,1994360548158,2673555548158,-679195000000,12.9,1.7,22.2,4.1,0.8,8.6,144.0,4.13,50.1,7.1,14.2,1.13,1.8,14.1,18.5,7.7,2866474000000,1770444000000,765397000000,27,3,29,155247000000,297190000000,168.5,1096030000000,1305451000000,1051006000000,320137000000,254445000000,86202000000,0.1,-3.1,83,1561023000000,1590477000000,1552844000000,54,153795000000,1283539000000,366298000000,102102000000,-,-150711000000,-170937000000,172509000000,193789000000,-,766720834,33544,96371780,11311919,3487
