"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","1428578000000","941709000000","486869000000","34.1","421994000000","69471000000","4.9","150193000000","67262000000","16722000000","24.9","48603000000","3.4","167.2","2106.3","1427601284810","665792284810","761809000000","14.2","1.1","15.4","9.0","0.5","5.2","85.0","3.71","50.8","4.0","7.9","0.8","2.9","7.9","3.6","2.7","1782882000000","714607000000","100404000000","6","1","15","280409000000","237927000000","118.5","1068275000000","1167914000000","603001000000","333680000000","564913000000","862213000000","1.4","15.7","190","614968000000","612385000000","612385000000","34","68418000000","267920000000","118296000000","80722000000","-","-24805000000","-108094000000","69662000000","48634000000","-","290738989","-","-","-","2290"
"2020","4","1378255000000","909035000000","469220000000","34.0","411932000000","35842000000","2.6","120628000000","33804000000","17436000000","51.6","33048000000","2.4","113.9","1902.9","1376892747625","892448747625","484444000000","27.0","1.6","43.7","11.5","0.6","7.6","75.0","2.44","65.9","3.9","6.0","0.79","3.2","5.5","1.6","1.9","1741814000000","637773000000","111061000000","6","1","12","284369000000","180417000000","108.7","1104041000000","1187047000000","586928000000","299363000000","600119000000","595505000000","1.1","14.7","197","554767000000","552271000000","552271000000","32","68418000000","233808000000","151043000000","84786000000","-","-54151000000","-93425000000","85462000000","65581000000","23975000000","290227235","51879","26566723","690877","3075"
"2019","4","1514449000000","1011823000000","502626000000","33.2","450336000000","32010000000","2.1","137567000000","40909000000","13182000000","32.2","12518000000","0.8","43.2","1731.0","1126877535000","390188535000","736689000000","26.0","0.8","20.2","7.8","0.2","3.2","70.0","5.2","162.2","4.0","2.5","0.72","4.2","2.3","1.4","0.6","2091529000000","742780000000","95862000000","5","1","25","307054000000","227606000000","92.0","1348749000000","1556392000000","807140000000","336492000000","749252000000","832551000000","1.7","58.9","267","535137000000","502165000000","502165000000","24","68418000000","217206000000","157701000000","105557000000","-","-41314000000","-153285000000","85354000000","72347000000","27515000000","290103000","61634","24571649","519356","1345"
"2018","4","1692432000000","1138847000000","553585000000","32.7","499100000000","49011000000","2.9","117513000000","47598000000","19096000000","40.1","-52193000000","-","-179.9","1839.6","1013297401132","428760401132","584537000000","285.8","0.8","229.7","9.3","0.2","6.1","70.0","4.74","-38.9","3.8","-","0.82","3.9","-","2.4","-","2059544000000","891780000000","141421000000","7","1","33","401651000000","234646000000","95.0","1167764000000","1492377000000","938652000000","392357000000","553725000000","725958000000","1.4","-11.2","242","567167000000","533656000000","533656000000","26","68418000000","222095000000","69351000000","68502000000","-","-72328000000","1579000000","-2466000000","71817000000","28443000000","290094994","62940","26889609","778694","1478"
"2017","4","1664820000000","1101280000000","563539000000","33.8","482590000000","80949000000","4.9","145610000000","89997000000","21547000000","23.9","54581000000","3.3","188.3","2128.8","1237700375016","688541375016","549159000000","12.4","1.1","13.8","8.4","0.4","5.7","65.0","2.74","34.5","3.1","8.8","0.79","3.4","8.2","4.6","2.6","2107130000000","912776000000","138751000000","7","1","20","343289000000","217904000000","110.8","1194360000000","1457560000000","824147000000","338964000000","633411000000","687910000000","1.1","10.1","209","649573000000","616897000000","616897000000","29","68121000000","292797000000","116362000000","64661000000","-","-52606000000","-43843000000","47962000000","68400000000","-","289790141","61140","27229637","1323994","2376"
"2016","4","1786450000000","1222860000000","563586000000","31.5","496051000000","67535000000","3.8","128236000000","66007000000","24109000000","36.5","42503000000","2.4","147.7","1902.2","1451078318250","812733318250","638345000000","21.4","1.5","31.8","11.5","0.5","8.2","60.0","2.12","40.6","3.2","7.8","0.87","3.7","7.1","3.3","2.1","2042170000000","849783000000","121563000000","6","1","15","372742000000","204581000000","109.3","1192380000000","1482730000000","777185000000","222167000000","705549000000","759908000000","1.4","15.0","242","559431000000","547244000000","547244000000","27","68121000000","256724000000","132531000000","60701000000","-","-58052000000","-79899000000","54054000000","78477000000","26362000000","287693210","59248","30152073","1139870","2825"
"2015","4","1890450000000","1348850000000","541601000000","28.6","502590000000","39011000000","2.1","101216000000","-7087000000","19584000000","-276.3","-25605000000","-","-89.2","1828.5","1356094898085","658681898085","697413000000","131.7","1.3","165.3","10.9","0.4","9.8","60.0","2.61","-67.3","3.3","-","0.89","4.1","-","1.4","-","2130120000000","885218000000","129646000000","6","1","20","370499000000","211855000000","102.6","1244900000000","1592810000000","862478000000","217275000000","730334000000","827059000000","1.6","-27.2","269","537308000000","524806000000","524806000000","25","68121000000","227768000000","121085000000","62205000000","-","19122000000","-154403000000","29340000000","91745000000","25523000000","287007363","60677","31155957","642929","2295"
"2014","4","1705427000000","1226085000000","447320000000","26.2","395645000000","51674000000","3.0","108886000000","57862000000","30861000000","58.2","22012000000","1.3","76.9","2104.3","1210629425853","815244425853","395385000000","29.4","1.4","39.7","10.6","0.5","9.6","60.0","2.11","78.1","2.9","3.7","0.91","3.1","3.3","1.7","1.2","1875249000000","1005974000000","257288000000","14","2","32","443855000000","227620000000","146.6","869274000000","1261597000000","685991000000","232971000000","575605000000","652673000000","1.1","18.0","188","613651000000","538199000000","602564000000","32","68121000000","264570000000","138931000000","50724000000","6488000000","-129228000000","10009000000","76309000000","62622000000","-","286352099","52427","32529555","985637","2847"
"2013","4","1628658000000","1180823000000","447834000000","27.5","378754000000","69079000000","4.2","124820000000","74937000000","28160000000","57.4","20951000000","1.3","72.1","2041.3","1254940479442","827426479442","427514000000","18.6","1.4","25.9","10.0","0.5","8.3","55.0","1.93","76.3","2.7","3.5","0.91","3.0","3.3","3.5","1.2","1786293000000","942532000000","162996000000","9","1","20","487211000000","210854000000","131.0","843761000000","1184498000000","719248000000","235799000000","465250000000","590510000000","1.0","20.4","184","601795000000","550261000000","593487000000","33","68121000000","262580000000","83532000000","49167000000","6574000000","-218332000000","153144000000","19212000000","64320000000","-","290733127","51419","31674245","1343453","2846"
"2012","4","1436395000000","1033331000000","403064000000","28.1","352579000000","50485000000","3.5","100626000000","53063000000","11336000000","34.8","21347000000","1.5","73.4","1930.0","790552984024","540220984024","250332000000","41.6","1.0","40.0","7.6","0.4","8.6","40.0","2.15","54.5","2.1","3.8","0.98","2.6","3.5","4.2","1.5","1465689000000","785624000000","116946000000","8","1","22","387451000000","189558000000","142.6","680064000000","899377000000","551108000000","201076000000","348268000000","367278000000","0.7","11.7","148","566312000000","547585000000","561161000000","38","68121000000","259851000000","28431000000","44735000000","5406000000","-12396000000","-31752000000","-45363000000","73794000000","-","290754028","45602","31498509","1107079","1858"
