"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","257891000000","201055000000","56835000000","22.0","39997000000","16838000000","6.5","22378000000","17976000000","6329000000","35.8","9130000000","3.5","291.2","3988.3","162487964850","174010964850","-11523000000","19.6","1.4","27.2","7.4","0.7","12.1","52.0","0.94","17.9","1.3","7.3","1.13","1.8","7.0","6.8","4.0","228915000000","111128000000","40351000000","18","2","23","57352000000","4449000000","163.4","117786000000","85946000000","68018000000","12947000000","17928000000","28828000000","0.2","-1.3","58","142968000000","133076000000","125048000000","55","26200000000","82645000000","15907000000","5481000000","59000000","4894000000","-17871000000","9417000000","6490000000","633000000","31353327","14956","17243314","1125836","5550"
"2020","4","240953000000","186105000000","54847000000","22.8","38875000000","15972000000","6.6","21974000000","16343000000","5213000000","33.3","8573000000","3.6","274.0","3802.2","167816621000","161475621000","6341000000","20.2","1.4","27.4","8.6","0.7","11.5","51.0","0.99","18.6","1.3","7.2","1.03","2.0","6.9","6.6","3.7","234537000000","105363000000","38330000000","16","2","24","52750000000","5525000000","153.3","129173000000","99374000000","68751000000","12519000000","30623000000","44671000000","0.4","0.7","71","135163000000","125008000000","118984000000","51","26200000000","74868000000","14787000000","5943000000","59000000","-16109000000","12703000000","4347000000","10440000000","632000000","31293725","14422","16707322","1107475","5160"
"2019","4","231074000000","178337000000","52736000000","22.8","39470000000","13266000000","5.7","18347000000","13749000000","4523000000","32.3","7836000000","3.4","250.4","3587.3","139556793660","132058793660","7498000000","19.7","1.2","23.2","8.3","0.6","11.2","42.0","1.0","16.8","1.2","7.0","1.11","1.8","6.7","6.2","3.8","207618000000","88009000000","22278000000","11","1","17","49570000000","5929000000","182.9","119609000000","80797000000","48106000000","13361000000","32691000000","29776000000","0.3","1.0","61","126820000000","118180000000","112259000000","54","26200000000","68040000000","12584000000","5036000000","45000000","-9442000000","-1451000000","3557000000","9027000000","826000000","31293553","14174","16302667","935939","4220"
"2018","4","204329000000","156808000000","47520000000","23.3","36119000000","11400000000","5.6","16649000000","12071000000","3732000000","34.4","6516000000","3.2","208.2","3391.2","137468392830","130496392830","6972000000","22.1","1.2","27.2","9.0","0.7","11.7","37.0","0.89","17.8","1.1","6.1","1.06","1.8","5.9","5.7","3.4","192625000000","77315000000","22554000000","12","1","17","44456000000","3352000000","156.4","115310000000","72955000000","49428000000","9526000000","23526000000","29526000000","0.3","1.1","59","119670000000","111555000000","106123000000","55","26200000000","61424000000","11192000000","4988000000","261000000","-23424000000","14766000000","-11416000000","22608000000","-","31294099","14910","13704158","764588","4170"
"2017","4","180773750000","138708033000","42065717000","23.3","32357569000","9708147000","5.4","15106753000","10260291000","3066123000","30.6","5797621000","3.2","185.3","3340.4","107082816480","113286828480","-6204012000","22.2","1.1","24.1","7.4","0.7","10.8","33.0","0.91","17.8","1.0","5.5","1.04","1.7","5.3","5.7","3.3","174568768000","72457914000","18851274000","11","1","17","40288285000","3248209000","184.9","102110854000","56156888000","39197796000","9977104000","16959091000","12647262000","0.1","-1.1","46","118411880000","106313720000","104535385000","60","26200289000","56035115000","9244703000","5003561000","395045000","-4524364000","-4462908000","3360569000","5884134000","-","31294704","13566","13325501","715623","3620"
"2016","4","164218505000","126024740000","38193765000","23.3","29394796000","8798968000","5.4","13822088000","9166976000","3190457000","35.4","5042615000","3.1","161.4","3092.2","83600277392","86600290392","-3000013000","17.3","0.9","15.5","6.2","0.6","8.6","29.0","1.05","18.0","0.9","5.2","1.0","1.7","5.0","5.0","3.1","163863886000","67350733000","19134369000","12","1","22","36727703000","2577196000","179.8","96513152000","54861945000","37461430000","9444963000","17400514000","16134356000","0.2","-0.6","48","109001940000","101844214000","96603138000","59","26200289000","51738722000","9530307000","4628050000","395070000","-4337536000","1076691000","7359968000","2170339000","-","31241086","12560","13074722","700555","2772"
"2015","4","153661999000","117552516000","36109483000","23.5","27691195000","8418287000","5.5","13759348000","9093312000","3069311000","35.1","4922362000","3.2","157.9","2977.1","85480812896","83054632896","2426180000","17.3","0.9","15.5","6.2","0.5","8.2","28.0","1.05","17.7","0.9","5.3","1.0","1.7","5.0","5.0","3.2","153833028000","55032993000","12784328000","8","1","15","31485501000","2326148000","199.7","98800034000","49754135000","27556148000","7625523000","22197987000","15210508000","0.2","0.5","46","104078892000","97286322000","92814688000","60","26200289000","47666063000","7595465000","4859902000","481159000","-549613000","-7414694000","3750226000","3845239000","-","31176664","11303","13594798","744783","2664"
"2014","4","148452096000","113799125000","34652971000","23.3","26347462000","8305508000","5.6","13697819000","9269459000","3337501000","37.2","4874908000","3.3","156.6","2873.5","82600420427","76631127427","5969293000","16.0","0.9","13.7","6.0","0.5","7.5","28.0","1.14","17.9","1.0","5.4","0.94","1.8","5.2","4.5","3.1","157587770000","55094987000","15244226000","10","1","20","30136350000","1968990000","144.8","102492782000","57061237000","38039945000","-","19021291000","21213519000","0.2","1.2","54","100526533000","93174372000","89474717000","57","26200289000","43646746000","14119604000","4908666000","483645000","-3697202000","-8891821000","11091442000","3028162000","-","31138207","10897","13623208","762183","2461"
"2013","4","105399996000","79926451000","25473545000","24.2","19759934000","5713610000","5.4","10863107000","6585701000","2843515000","43.0","3695130000","3.5","118.7","2723.5","89788590580","75200810580","14587780000","25.1","0.9","22.2","8.3","0.7","9.2","21.0","0.87","17.7","0.8","4.4","0.68","1.8","4.1","2.5","2.4","154522732000","51907437000","14345725000","9","2","19","28260519000","2119236000","130.2","102615295000","59450732000","39855474000","-","19595258000","28933505000","0.3","3.9","59","95072000000","89075980000","84806062000","55","26200289000","39546398000","6342274000","4748425000","401072000","-2538188000","-3375018000","3207304000","3134970000","-","31139052","10468","10068781","545817","2415"
"2012","4","138211477000","105483814000","32727662000","23.7","25378262000","7349400000","5.3","14402346000","8045741000","3245343000","43.3","4002582000","2.9","128.7","2537.6","87657393512","69737266512","17920127000","21.8","0.9","19.3","6.1","0.5","6.8","24.0","1.07","18.7","0.9","5.1","0.9","1.9","4.8","3.7","2.6","153160094000","52425804000","12990227000","8","1","19","29000687000","2566535000","128.8","100734289000","63926673000","40702315000","-","23224357000","30910354000","0.4","4.5","68","89233420000","86174415000","78933128000","52","26200289000","36696948000","12807744000","6724528000","328418000","-2107545000","-10515247000","9584285000","3223459000","-","31104936","10160","13603492","723366","2242"
