"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","1547533000000","1212769000000","334764000000","21.6","261258000000","73505000000","4.7","140086000000","76318000000","51785000000","28.6","123182000000","8.0","368.8","4089.6","539601554980","723476554980","-183875000000","6.3","0.5","3.3","4.3","0.5","4.0","44.0","2.03","11.9","1.1","9.0","0.68","1.7","9.0","1.3","5.4","2288188000000","1050734000000","437951000000","19","3","61","-","124457000000","211.8","1237453000000","850980000000","496094000000","151743000000","354885000000","254076000000","0.2","-1.5","59","1437207000000","1145216000000","1365981000000","60","104986000000","941169000000","64748000000","64195000000","2386000000","32802000000","-186956000000","9480000000","55268000000","-","334015030","-","-","-","2166"
"2020","4","1466935000000","1165532000000","301402000000","20.5","242612000000","58789000000","4.0","121790000000","58053000000","46265000000","35.6","81997000000","5.6","239.7","3870.1","449875632810","639604632810","-189729000000","11.0","0.5","5.3","3.9","0.4","5.3","40.0","2.14","16.7","1.0","6.2","0.62","1.8","6.1","0.8","3.5","2363503000000","1066994000000","513972000000","22","4","80","394071000000","103570000000","244.4","1296508000000","910339000000","436492000000","139664000000","473847000000","324243000000","0.2","-2.3","62","1453164000000","1053871000000","1323722000000","56","104986000000","832978000000","76858000000","63001000000","-","81249000000","42215000000","16058000000","60800000000","22348000000","342034563","52401","27994409","1121906","1870"
"2019","4","1486007000000","1185871000000","300136000000","20.2","233723000000","66413000000","4.5","122366000000","66719000000","45167000000","33.5","87047000000","5.9","251.5","3416.5","536962454560","573231454560","-36269000000","9.6","0.5","4.6","4.8","0.4","4.9","60.0","3.62","23.9","1.8","7.4","0.69","1.8","7.3","1.5","4.1","2143454000000","902758000000","287212000000","13","2","50","401631000000","109115000000","184.2","1240696000000","833221000000","489985000000","142824000000","343236000000","250943000000","0.2","-0.4","63","1310232000000","999431000000","1182627000000","55","104986000000","771956000000","92134000000","55953000000","-","-35143000000","-32740000000","5716000000","86418000000","19268000000","346154260","52599","28251621","1262629","1656"
"2018","4","1464755000000","1189828000000","274927000000","18.8","229200000000","45727000000","3.1","106012000000","49115000000","23088000000","35.4","41049000000","2.8","127.5","3625.8","554666741738","537783741738","16883000000","15.4","0.5","7.1","5.2","0.4","5.6","30.0","2.39","39.2","0.8","3.5","0.67","1.9","3.4","1.6","1.9","2194215000000","863768000000","257367000000","12","2","48","411517000000","98743000000","184.6","1330447000000","865341000000","467837000000","155538000000","397503000000","274250000000","0.2","0.4","63","1328874000000","871850000000","1166917000000","53","104986000000","700764000000","76759000000","60285000000","-","-73868000000","-1263000000","8179000000","68580000000","17837000000","321833478","51712","28325244","884263","1671"
"2017","4","1452751000000","1178447000000","274304000000","18.9","222014000000","52290000000","3.6","112508000000","54638000000","16676000000","25.5","42267000000","2.9","131.3","3531.1","576863890938","561950890938","14913000000","14.0","0.5","6.9","4.7","0.4","5.6","20.0","2.29","30.5","0.6","3.7","0.68","1.9","3.6","2.6","2.0","2147932000000","843083000000","241491000000","11","2","43","399047000000","94423000000","206.1","1304848000000","844257000000","409020000000","162407000000","435236000000","256404000000","0.2","0.4","62","1303674000000","842331000000","1136475000000","53","104986000000","672843000000","71816000000","60218000000","-","-75060000000","-17117000000","-199000000","72015000000","-","321850453","51210","28368502","1021090","1746"
"2016","4","1431595000000","1162202000000","269392000000","18.8","217791000000","51601000000","3.6","110136000000","49698000000","16630000000","27.6","32535000000","2.3","101.1","3168.3","740335342290","730668342290","9667000000","30.4","0.7","21.8","6.8","0.5","8.9","20.0","1.76","39.6","0.6","3.2","0.72","2.0","3.0","2.8","1.6","1997909000000","884927000000","242171000000","12","2","33","387251000000","87722000000","205.0","1112981000000","825950000000","431712000000","171087000000","394237000000","251838000000","0.2","0.3","67","1171958000000","812667000000","1019825000000","51","104986000000","643452000000","90826000000","58535000000","-","-40458000000","-45104000000","25836000000","64990000000","-","321880327","50705","28233803","1017671","2270"
"2015","4","1474682000000","1209280000000","265401000000","18.0","216869000000","48532000000","3.3","108223000000","51854000000","11676000000","22.0","35245000000","2.4","110.1","2918.2","655234868976","604413868976","50821000000","26.3","0.6","17.0","6.1","0.4","7.3","18.0","1.91","32.7","0.6","3.8","0.79","2.0","3.6","3.0","1.9","1876574000000","852207000000","230288000000","12","2","38","390855000000","84730000000","184.4","1024367000000","809722000000","462105000000","177419000000","347617000000","281109000000","0.3","1.4","72","1066851000000","788397000000","934201000000","50","104986000000","623049000000","101631000000","59691000000","-","-55294000000","-89282000000","38428000000","63203000000","-","320134465","46705","31574392","1039118","1888"
"2014","4","1526914000000","1272459000000","254455000000","16.7","213578000000","40876000000","2.7","102052000000","45245000000","19002000000","40.9","22868000000","1.5","71.4","2914.9","741664051082","592966051082","148698000000","29.6","0.6","18.8","7.4","0.4","7.3","18.0","1.94","50.4","0.6","2.5","0.77","2.1","2.3","1.7","1.1","1994642000000","924728000000","209144000000","10","2","35","409970000000","91143000000","179.4","1069914000000","911798000000","515536000000","229145000000","396262000000","357842000000","0.4","6.5","80","1082843000000","766050000000","933291000000","47","104986000000","600620000000","104111000000","61176000000","-","-70603000000","9876000000","27973000000","76138000000","-","320176054","48999","31162146","834221","1852"
"2013","4","1532042000000","1280003000000","252038000000","16.5","216316000000","35721000000","2.3","98194000000","37717000000","16121000000","39.6","20621000000","1.3","64.2","2439.5","621471814629","474425814629","147046000000","-","0.6","-","-","-","7.6","18.0","2.44","56.0","0.7","2.6","0.89","2.2","2.5","1.8","1.2","1712351000000","836681000000","182373000000","11","1","38","398105000000","87915000000","199.1","875669000000","799243000000","420152000000","276595000000","379091000000","329419000000","0.4","7.1","82","913107000000","757877000000","783070000000","46","104986000000","591157000000","118026000000","62473000000","-","-108648000000","15012000000","45849000000","72177000000","-","320991756","48751","31425858","732723","1478"
"2012","4","1502307000000","1253964000000","248343000000","16.5","216250000000","32092000000","2.1","100057000000","36966000000","17231000000","44.4","18562000000","1.2","57.8","2353.3","561313288756","434057288756","127256000000","28.9","0.6","16.6","5.6","0.3","5.2","18.0","2.66","62.3","0.8","2.5","0.92","2.2","2.3","1.4","1.1","1633065000000","800645000000","166613000000","10","1","38","410241000000","91661000000","176.7","832420000000","744643000000","453121000000","265997000000","291522000000","293869000000","0.4","6.9","79","888422000000","748901000000","755533000000","46","104986000000","582095000000","103595000000","67965000000","-","-52138000000","7050000000","26768000000","76827000000","-","321048291","48878","30735853","656574","1352"
"2011","4","1510414000000","1263370000000","247044000000","16.4","215489000000","31555000000","2.1","112478000000","30850000000","564000000","6.4","3068000000","0.2","9.5","2274.9","499943367786","415243367786","84700000000","31.9","0.6","18.1","4.1","0.3","4.4","18.0","2.79","377.1","0.8","0.4","0.95","2.2","0.4","3.1","0.2","1586823000000","767830000000","173968000000","11","1","42","426715000000","100153000000","188.2","818992000000","720604000000","407944000000","280833000000","312659000000","258668000000","0.4","27.6","78","866218000000","742239000000","731148000000","46","104986000000","575105000000","83456000000","80923000000","-","-89030000000","-89754000000","9861000000","73595000000","-","321395796","-","-","-","1292"
