"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","1052972000000","685116000000","367855000000","34.9","349496000000","18359000000","1.7","58975000000","21382000000","7475000000","37.5","10378000000","1.0","48.8","1609.6","284927550792","325212550792","-40285000000","32.2","0.9","30.6","4.6","0.3","6.4","22.0","1.44","45.1","1.4","3.0","1.39","2.2","2.9","2.5","1.4","757352000000","289984000000","138143000000","18","2","42","114588000000","24545000000","123.2","467367000000","375135000000","235286000000","76414000000","139848000000","97858000000","0.3","-3.9","94","382217000000","315910000000","342574000000","45","11014000000","310080000000","57071000000","38997000000","1619000000","-37790000000","2070000000","13446000000","43625000000","8259000000","212835439","32527","32372245","564423","1528"
"2020","4","1014741000000","661123000000","353618000000","34.8","336180000000","17438000000","1.7","56384000000","19734000000","8423000000","51.3","6956000000","0.7","32.0","1520.2","337889520172","374782520172","-36893000000","70.7","1.1","80.2","6.2","0.4","8.5","22.0","1.28","68.8","1.4","2.1","1.42","2.2","2.1","2.2","1.0","714443000000","256255000000","108588000000","15","1","29","112639000000","23196000000","118.1","458188000000","352060000000","216962000000","75466000000","135098000000","71695000000","0.2","-5.3","96","362383000000","314684000000","330487000000","46","11014000000","299251000000","47157000000","37420000000","1526000000","-38623000000","-11585000000","9101000000","38056000000","7979000000","217391253","29243","34700304","596314","1724"
"2019","4","1061152000000","686356000000","374795000000","35.3","349970000000","24824000000","2.3","63544000000","27621000000","8531000000","36.5","13858000000","1.3","63.7","1505.4","389236632006","423695632006","-34459000000","30.9","1.3","40.0","6.1","0.4","8.1","20.0","1.03","31.4","1.3","4.2","1.46","2.2","4.2","4.0","1.9","728149000000","261839000000","111112000000","15","1","26","114559000000","23809000000","116.9","466309000000","369732000000","224073000000","78805000000","145658000000","76653000000","0.2","-2.5","102","358416000000","312082000000","327254000000","45","11014000000","296642000000","57880000000","37188000000","1532000000","-42173000000","-18466000000","16868000000","41012000000","8189000000","217391294","28724","36943044","864225","1949"
"2018","4","1059442000000","681877000000","377564000000","35.6","353221000000","24343000000","2.3","63774000000","26629000000","9111000000","38.6","13534000000","1.3","62.3","1439.7","480700847426","501304847426","-20604000000","30.9","1.6","49.6","7.1","0.5","9.0","20.0","0.87","32.1","1.4","4.3","1.45","2.3","4.3","3.8","1.9","728878000000","256609000000","109638000000","15","1","22","112166000000","21944000000","114.5","472268000000","386324000000","224147000000","78888000000","162177000000","89034000000","0.3","-1.5","111","342553000000","300862000000","312983000000","43","11014000000","285422000000","49947000000","38215000000","1216000000","-49005000000","-23708000000","3371000000","46576000000","-","217391521","28363","37352960","858266","2306"
"2017","4","1053164000000","672657000000","380507000000","36.1","350419000000","30087000000","2.9","68319000000","32143000000","10710000000","25.9","25106000000","2.4","114.4","1440.8","450921155282","482108155282","-31187000000","19.8","1.5","30.1","6.6","0.5","7.7","23.0","1.05","20.1","1.6","7.9","1.41","2.4","7.9","4.6","3.4","747322000000","284009000000","132850000000","18","2","28","111765000000","22425000000","120.7","463313000000","401580000000","235254000000","79699000000","166325000000","101663000000","0.3","-1.2","116","345742000000","296718000000","316162000000","42","11014000000","276934000000","56663000000","36682000000","1550000000","-33980000000","2142000000","7818000000","48845000000","-","219439306","27836","37834603","1080867","2197"
"2016","4","1041943000000","661768000000","380174000000","36.5","345004000000","35169000000","3.4","73138000000","36905000000","13066000000","40.0","18175000000","1.7","82.8","1270.4","482193707414","495495707414","-13302000000","29.1","1.8","51.8","6.7","0.5","9.0","18.0","0.8","21.7","1.4","6.5","1.48","2.5","6.5","5.9","2.6","703886000000","251045000000","107327000000","15","1","22","106693000000","20796000000","104.8","452840000000","400963000000","239636000000","78799000000","161327000000","94025000000","0.3","-0.7","132","302922000000","274930000000","278777000000","40","11014000000","255145000000","62763000000","36698000000","1271000000","-42793000000","-24224000000","17510000000","45253000000","-","219440083","27180","38334915","1293929","2258"
"2015","4","1027199000000","658638000000","368561000000","35.9","341559000000","27001000000","2.6","65235000000","28303000000","13382000000","52.3","11095000000","1.1","50.6","1240.8","599364512055","600195512055","-831000000","63.2","2.2","139.3","9.3","0.6","12.6","16.0","0.59","31.6","1.3","4.1","1.47","2.6","4.1","3.5","1.6","700997000000","257669000000","113173000000","16","1","19","107054000000","21216000000","107.4","443328000000","405382000000","240005000000","78903000000","165376000000","112342000000","0.4","-0.1","137","295614000000","260302000000","272283000000","39","11014000000","240481000000","55416000000","36968000000","1266000000","-34669000000","-24265000000","17361000000","38055000000","-","219449913","26222","39173175","1029708","2735"
"2014","4","995011000000","638871000000","356139000000","35.8","335263000000","20876000000","2.1","62426000000","22770000000","12887000000","50.2","12048000000","1.2","54.9","1120.0","341758196320","326571196320","15187000000","28.4","1.3","37.7","5.3","0.3","6.2","16.0","1.08","29.1","1.4","4.9","1.42","2.9","4.9","2.1","1.7","702049000000","259634000000","115879000000","17","1","35","105471000000","22095000000","108.0","442415000000","433730000000","240350000000","79378000000","193380000000","131066000000","0.5","1.3","161","268318000000","248420000000","245807000000","35","11014000000","228556000000","64757000000","38482000000","3068000000","-31954000000","61000000","26695000000","38062000000","-","219469890","25693","38726930","812517","1488"
"2013","4","968280000000","621625000000","346655000000","35.8","330077000000","16577000000","1.7","58069000000","18713000000","4207000000","25.6","11335000000","1.2","51.6","1154.1","277448198235","236823198235","40625000000","19.3","0.9","18.0","4.6","0.2","4.4","16.0","1.48","31.0","1.4","4.5","1.47","2.6","4.5","3.3","1.7","656629000000","218900000000","82538000000","13","1","35","98596000000","21161000000","100.5","437728000000","381032000000","217781000000","73725000000","163251000000","123163000000","0.5","3.6","138","275596000000","239901000000","253309000000","39","11014000000","220019000000","47967000000","40136000000","1356000000","-33032000000","-26461000000","9304000000","38663000000","-","219483965","25356","38187411","653770","1079"
"2012","4","951502000000","605635000000","345866000000","36.3","321112000000","24754000000","2.6","66958000000","26109000000","11867000000","49.2","10790000000","1.1","49.2","1101.2","253096663758","211181663758","41915000000","17.0","0.9","14.9","3.6","0.2","3.9","16.0","1.66","32.6","1.5","4.5","1.45","2.7","4.4","3.4","1.6","655708000000","226379000000","92784000000","14","1","44","95986000000","19869000000","102.4","429328000000","392591000000","220999000000","75051000000","171591000000","134699000000","0.6","3.9","149","263116000000","232686000000","241737000000","37","11014000000","212758000000","54995000000","40980000000","1224000000","-36955000000","-90000000","15059000000","39936000000","-","219523559","24827","38325291","997060","962"
"2011","4","932794000000","591633000000","341160000000","36.6","312483000000","28677000000","3.1","70220000000","29625000000","11998000000","57.5","8023000000","0.9","36.5","1056.3","273200358035","221976358035","51224000000","24.7","1.0","23.6","3.9","0.2","4.4","15.0","1.48","41.0","1.4","3.5","1.47","2.7","3.4","4.7","1.3","633858000000","203930000000","74682000000","12","1","34","94923000000","18858000000","92.8","429927000000","381469000000","219731000000","74103000000","161737000000","125906000000","0.5","6.4","151","252388000000","225381000000","231926000000","37","11014000000","205414000000","56961000000","40341000000","1202000000","-33528000000","-27828000000","25200000000","31761000000","-","219561185","-","-","-","1011"
"2010","4","928242000000","584530000000","343711000000","37.0","316720000000","26991000000","2.9","68374000000","27559000000","9957000000","41.5","12724000000","1.4","57.9","1036.7","283230270181","214996270181","68234000000","14.5","0.9","13.7","3.9","0.2","3.8","15.0","1.53","25.9","1.4","5.6","1.45","2.8","5.6","4.6","2.0","638348000000","204325000000","77200000000","12","1","36","91880000000","18622000000","93.1","434022000000","391212000000","219468000000","73564000000","171744000000","145434000000","0.6","5.4","158","247135000000","220578000000","227669000000","36","11014000000","200562000000","59394000000","40181000000","1202000000","-30526000000","-8640000000","28943000000","30451000000","-","219608039","-","-","-","979"
"2009","4","885683000000","559765000000","325917000000","36.8","303179000000","22738000000","2.6","59950000000","22852000000","10904000000","59.5","8640000000","1.0","39.3","988.8","330292012373","241925012373","88367000000","28.8","1.1","32.1","5.2","0.3","5.3","14.0","1.27","35.6","1.4","4.0","1.45","2.8","4.0","3.3","1.4","609781000000","172663000000","54807000000","9","1","23","84702000000","17793000000","80.7","437118000000","374466000000","213932000000","68710000000","160533000000","143174000000","0.7","10.2","159","235314000000","208807000000","217276000000","36","11014000000","188651000000","40988000000","36010000000","1202000000","-44681000000","-11983000000","-726000000","41714000000","-","219732073","-","-","-","1101"
