"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","5309924000000","-","-","-","-","46230000000","0.9","465433000000","44969000000","7574000000","53.8","5640000000","0.1","3.5","1995.3","4725941650647","645674650647","4080267000000","-","0.2","-","-","0.1","1.7","0.0","0.0","0.0","-","0.2","0.41","4.0","0.2","0.5","0.0","12853505000000","2030843000000","862376000000","7","2","134","-","97185000000","50.7","10822661000000","9631339000000","4004727000000","467654000000","5617126000000","4942643000000","1.5","723.5","299","3222165000000","3129322000000","3196825000000","25","1400975000000","980607000000","406493000000","419203000000","-","-559791000000","560596000000","-145411000000","551904000000","-","1602170349","-","-","-","403"
"2020","4","5866824000000","-","-","-","-","143460000000","2.4","555499000000","189880000000","8609000000","4.5","180896000000","3.1","112.9","1950.6","4632086860915","591208860915","4040878000000","-","0.2","-","-","-","1.4","0.0","0.0","0.0","-","5.8","0.49","3.9","5.8","1.8","1.5","12093155000000","1575126000000","454886000000","4","1","77","674112000000","86235000000","44.2","10518029000000","8950354000000","3565418000000","307293000000","5376491000000","4495764000000","1.4","22.3","284","3142801000000","3121484000000","3125300000000","26","1400975000000","972790000000","239825000000","412039000000","-","-577215000000","-20340000000","-369032000000","608857000000","17613000000","1602192035","37891","154834235","3786123","369"
"2019","4","6241422000000","-","-","-","-","211841000000","3.4","634336000000","264032000000","17668000000","25.5","50703000000","0.8","31.6","1810.1","3736794550016","604033550016","3132761000000","7.6","0.2","1.6","5.8","0.1","1.2","0.0","0.0","0.0","-","1.7","0.52","4.1","1.7","2.8","0.4","11957846000000","1786016000000","813300000000","7","2","135","559892000000","87837000000","42.8","10171830000000","9040960000000","4174787000000","315974000000","4858600000000","3946061000000","1.4","61.8","309","2916886000000","2940480000000","2900184000000","24","1400975000000","791881000000","323493000000","422495000000","-","-508253000000","13591000000","-200969000000","524462000000","17905000000","1602211008","37892","164716088","5590652","377"
"2018","4","6338490000000","-","-","-","-","312257000000","4.9","854062000000","276542000000","26071000000","10.1","232414000000","3.7","145.1","1803.4","5019780966200","1121557966200","3898223000000","4.9","0.4","1.9","-","0.2","1.5","0.0","0.0","0.0","-","8.0","0.5","4.4","8.0","3.7","1.8","12757467000000","2099748000000","1000681000000","8","2","89","618306000000","165683000000","41.3","10657718000000","9853768000000","5080336000000","264510000000","4766243000000","4898904000000","1.7","16.8","338","2903699000000","2889675000000","2889423000000","23","1400975000000","741070000000","503709000000","541805000000","-","-570837000000","-117698000000","-136016000000","639725000000","18670000000","1602225666","41086","154273719","7600083","700"
"2017","4","5850939000000","-","-","-","-","288470000000","4.9","849727000000","254860000000","9552000000","2.9","318077000000","5.4","198.5","1654.8","3736081330660","656923330660","3079158000000","2.3","0.2","0.6","-","0.1","0.8","0.0","0.0","0.0","-","12.0","0.46","4.7","12.0","4.0","2.5","12591823000000","2222131000000","1187283000000","9","2","181","587907000000","160239000000","47.8","10369692000000","9934558000000","4652768000000","208576000000","5274312000000","4266441000000","1.6","9.7","373","2657265000000","2644226000000","2651385000000","21","1400975000000","508584000000","752183000000","561257000000","-","-520593000000","12538000000","149473000000","602710000000","-","1602252026","41525","140901601","6946899","410"
"2016","4","5357734000000","-","-","-","-","258680000000","4.8","822956000000","227624000000","13350000000","9.1","132810000000","2.5","82.9","1462.6","4036150273080","698596273080","3337554000000","-","0.3","-","4.5","0.1","1.2","0.0","0.0","0.0","-","5.7","0.44","5.2","5.6","3.7","1.1","12277600000000","1983740000000","941383000000","8","2","135","512680000000","156770000000","52.1","10293859000000","9928920000000","3804342000000","181137000000","6117969000000","4278937000000","1.8","25.1","421","2348679000000","2329061000000","2343435000000","19","1400975000000","193404000000","783038000000","564276000000","-","-478471000000","-603955000000","214412000000","568626000000","-","1602285030","42060","127383119","6150262","436"
"2015","4","6069928000000","-","-","-","-","372231000000","6.1","994184000000","325938000000","44317000000","23.7","140783000000","2.3","87.9","1370.7","4880102529101","991833529101","3888269000000","-","0.5","-","-","-","1.6","0.0","0.0","0.0","-","6.4","0.44","6.2","6.4","4.4","1.0","13659769000000","2338560000000","1423672000000","10","3","144","488109000000","194452000000","82.5","11321208000000","11441630000000","2834511000000","241640000000","8601015000000","5311941000000","2.4","27.6","514","2218139000000","2196473000000","2196275000000","16","1400975000000","60803000000","1077508000000","621953000000","-","-620900000000","-394300000000","411773000000","665735000000","-","1602315879","42855","141638735","8685824","619"
"2014","4","6802464000000","-","-","-","-","316534000000","4.7","940782000000","208015000000","24129000000","5.0","451552000000","6.6","281.8","1293.7","5588811140425","729080140425","4859731000000","1.4","0.4","0.5","5.9","0.1","0.6","0.0","0.0","0.0","-","21.8","0.48","6.9","21.7","3.5","3.2","14212677000000","2413652000000","1394289000000","10","2","191","546983000000","224705000000","121.5","11799025000000","12110497000000","1987028000000","312910000000","10117776000000","6254020000000","3.0","10.8","574","2102180000000","2052759000000","2072953000000","15","1400975000000","-83431000000","872930000000","624248000000","-","-523935000000","-626023000000","286972000000","585958000000","-","1602373935","43330","156992015","7305193","455"
"2013","4","6631422000000","-","-","-","-","191379000000","2.9","838776000000","101418000000","19756000000","4.3","438647000000","6.6","273.7","967.4","5704303296160","666607296160","5037696000000","-","0.4","-","-","-","1.0","0.0","0.0","0.0","-","28.3","0.45","9.5","28.1","2.1","3.0","14801106000000","2667865000000","1655074000000","11","3","248","528273000000","239769000000","137.6","12133241000000","13223698000000","1938876000000","357185000000","11279641000000","6692770000000","4.3","11.5","834","1577408000000","1602124000000","1550121000000","10","1400975000000","-534085000000","638122000000","647397000000","-","-293216000000","-301732000000","62174000000","575948000000","-","1602421385","45744","144968127","4183696","416"
"2012","4","5976239000000","-","-","-","-","-221988000000","-","-","-326955000000","28681000000","-4.4","-685292000000","-","-427.6","696.9","5457911104710","408632104710","5049279000000","-","0.4","-","-","0.1","0.8","0.0","0.0","0.0","-","-","0.4","13.4","-","-","-","14989130000000","2741020000000","1754977000000","12","4","429","475752000000","227671000000","134.2","12248110000000","13851317000000","2042284000000","334998000000","11804252000000","6804256000000","6.1","-7.4","1208","1137812000000","1163467000000","1116705000000","7","1400975000000","-972773000000","260895000000","621080000000","-","-636698000000","632583000000","-414116000000","675011000000","-","1602478842","48757","122571918","-4552946","255"
