"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","6808890000000","5587331000000","1221559000000","17.9","544725000000","840901000000","12.4","1171512000000","816583000000","149052000000","18.3","637321000000","9.4","692.1","3764.7","1448163441161","1999212441161","-551049000000","3.8","0.6","2.2","-","0.3","2.4","160.0","7.37","23.1","4.3","18.4","0.78","2.5","18.4","20.0","7.3","8752346000000","3514655000000","551049000000","6","1","28","939406000000","1756589000000","174.1","5237691000000","4855337000000","2018630000000","1526719000000","2836707000000","-","-","-0.9","125","3897008000000","3466799000000","3466799000000","40","419524000000","2514775000000","615635000000","330611000000","-","-378866000000","-61304000000","148733000000","466902000000","-","920871691","-","-","-","2171"
"2020","4","4829272000000","4263940000000","565332000000","11.7","469133000000","11381000000","0.2","302244000000","-8656000000","10671000000","-123.3","-32432000000","-","-35.2","2997.5","1377542833369","1737007833369","-359465000000","-","0.6","-","-","0.4","10.2","10.0","0.53","-28.4","0.3","-","0.64","2.7","-","0.0","-","7573946000000","2672686000000","359465000000","5","1","21","805306000000","1349355000000","150.9","4901260000000","4442559000000","1771331000000","1382761000000","2671228000000","-","-","11.1","139","3131387000000","2759996000000","2759997000000","36","419524000000","1910333000000","403185000000","290863000000","-","-389035000000","52694000000","-71304000000","474489000000","65300000000","920756869","106226","45462241","107139","1887"
"2019","4","5921525000000","5312367000000","609158000000","10.3","571781000000","-406119000000","-","-","-423572000000","2548000000","-0.6","-431513000000","-","-454.1","2779.7","589968053400","879427053400","-289459000000","-","0.3","-","-","0.1","-38.8","10.0","0.0","-2.2","0.4","-","0.8","2.8","-","-","-","7444965000000","2784974000000","289459000000","4","1","33","826596000000","1532181000000","146.9","4659990000000","4448333000000","1895192000000","1449801000000","2553141000000","-","-","0.7","146","2996631000000","2641618000000","2641618000000","35","419524000000","1870948000000","494330000000","417339000000","-","-345627000000","-14582000000","13020000000","481310000000","77600000000","950321000","106599","55549536","-3809782","925"
"2018","4","6177947000000","5391493000000","786453000000","12.7","568409000000","265111000000","4.3","673727000000","248769000000","-8809000000","-3.5","251169000000","4.1","272.8","3509.1","1635838453036","1799014453036","-163176000000","-","0.6","-","-","-","4.4","10.0","2.05","3.7","0.3","7.8","0.77","2.5","7.6","8.5","3.1","8049528000000","2859211000000","163176000000","2","0","9","968333000000","1567116000000","129.9","5190316000000","4442160000000","2200538000000","1611403000000","2241622000000","-","-","-0.6","121","3607367000000","3230788000000","3230788000000","40","419524000000","2300175000000","452341000000","408616000000","-","-381805000000","-42900000000","11511000000","440830000000","72000000000","920682934","93557","66034043","2833684","1954"
"2017","4","5712965000000","4948883000000","764082000000","13.4","533787000000","288700000000","5.1","655265000000","271760000000","59549000000","21.9","180832000000","3.2","204.9","3554.2","3988344402876","2062219402876","1926125000000","11.5","0.7","7.5","-","0.4","3.8","70.0","3.0","34.2","2.0","5.8","0.74","2.5","5.5","4.4","2.3","7756134000000","2532977000000","142869000000","2","0","7","832040000000","695492000000","117.3","5223157000000","4231238000000","2160194000000","1580597000000","2071043000000","2068994000000","0.7","10.7","116","3524896000000","3136991000000","3136991000000","40","419524000000","2141658000000","485539000000","366565000000","-","-363170000000","-104969000000","62111000000","423428000000","-","882610487","93557","61064004","3085819","2337"
"2016","4","4632890000000","4065779000000","567111000000","12.2","452908000000","114202000000","2.5","418953000000","174531000000","35697000000","19.6","130946000000","2.8","148.4","3340.2","4279922337325","2263990337325","2015932000000","28.3","0.8","21.7","-","0.5","5.9","45.0","1.75","30.3","1.3","4.4","0.64","2.5","4.3","1.6","1.8","7261923000000","2244436000000","88111000000","1","0","4","624089000000","632956000000","114.8","5017487000000","3970908000000","1955134000000","728300000000","2015774000000","2104043000000","0.7","15.4","116","3291015000000","2624294000000","2948233000000","41","419524000000","1949960000000","484288000000","304751000000","-","-343738000000","-135054000000","133250000000","351038000000","-","882647305","92309","50188931","1237171","2565"
"2015","4","4907429000000","4288386000000","619043000000","12.6","451312000000","167731000000","3.4","476007000000","200929000000","79232000000","34.3","145419000000","3.0","161.2","3074.3","3872395831404","1950699831404","1921696000000","10.8","0.7","7.6","-","0.4","4.0","18.0","2.08","94.9","0.6","5.2","0.76","2.3","5.1","1.9","2.3","6425043000000","1990072000000","85365000000","1","0","4","523207000000","613269000000","123.2","4434970000000","3415968000000","1614918000000","589319000000","1801049000000","2007061000000","0.7","13.2","110","3009075000000","2552512000000","2773823000000","43","419524000000","1837919000000","562956000000","308276000000","-","-242204000000","-337555000000","258313000000","304643000000","-","902266342","84837","57845386","1977097","2162"
"2014","4","5610030000000","4801781000000","808248000000","14.4","458738000000","349510000000","6.2","669556000000","451747000000","145950000000","38.8","214293000000","3.8","234.7","3263.0","4622742662703","2761405662703","1861337000000","-","0.9","-","-","-","8.6","5.5","1.82","23.4","0.2","7.2","0.78","2.4","7.0","4.1","3.0","7157929000000","2333813000000","113822000000","2","0","4","615429000000","705729000000","138.1","4824115000000","3610870000000","1689797000000","674634000000","1921073000000","1975159000000","0.7","8.7","100","3547059000000","2481698000000","2978697000000","42","419524000000","1752210000000","710998000000","320046000000","-","-263667000000","-451843000000","406609000000","304389000000","-","912861376","84447","66432555","4138809","3025"
"2013","4","5516180000000","4760308000000","755872000000","13.7","457482000000","298390000000","5.4","630191000000","361097000000","140568000000","35.2","242753000000","4.4","266.0","2941.1","4762005640828","2573165640828","2188840000000","-","1.0","-","-","-","7.8","5.0","1.77","18.8","0.2","9.0","0.78","2.6","8.8","3.2","3.4","7082288000000","2273371000000","105303000000","1","0","4","589802000000","680790000000","125.5","4808916000000","3844293000000","1811137000000","661267000000","2033155000000","2294143000000","0.9","9.0","116","3237995000000","2380162000000","2683660000000","38","419524000000","1652054000000","574767000000","331801000000","-","-196856000000","-367115000000","317748000000","257019000000","-","912470085","84361","65387798","3537061","2820"
"2012","4","4389922000000","3982362000000","407559000000","9.3","387449000000","20110000000","0.5","308880000000","76931000000","-25599000000","18.7","-124567000000","-","-137.3","2638.2","4583045597485","2132542597485","2450503000000","-","0.9","-","-","-","7.4","1.0","0.43","-7.3","0.0","-","0.62","3.0","-","0.9","-","7089498000000","2110734000000","89350000000","1","0","4","579562000000","648242000000","106.5","4978763000000","4151215000000","1981124000000","596230000000","2170090000000","2539853000000","1.1","-19.7","138","2938283000000","2142233000000","2394070000000","34","419524000000","1430876000000","313317000000","288770000000","-","-327336000000","33332000000","-42556000000","355873000000","-","907464935","83187","52771731","241745","2350"
