"åàéZîNìx","åàéZélîºä˙","îÑè„çÇ","îÑè„å¥âø","îÑè„ëçóòâv","îÑè„ëçóòâvó¶","îÃä«îÔ","âcã∆óòâv","âcã∆óòâvó¶","EBITDA","åoèÌóòâv","ñ@êlê≈ìô","é¿éøé¿å¯ê≈ó¶","êeâÔé–Ç…ãAëÆÇ∑ÇÈèÉóòâv","èÉóòâvó¶","EPS","BPS","äÈã∆âøíl","éûâøëçäz","èÉóLóòéqïâç¬","PERÅiâÔó\Åj","PBR","PER Å~ PBR","EV/EBITDAÅiâÔó\Åj","PSR","PCFR","àÍäîìñÇΩÇËîzìñã‡","îzìñóòâÒÇËÅié¿ê—Åj","îzìñê´å¸","é©å»éëñ{îzìñó¶","ROE","ëçéëéYâÒì]ó¶","ç‡ñ±ÉåÉoÉåÉbÉW","é¿éøROE","ROIC","ROA","ëçéëéY","ó¨ìÆéëéY","åªã‡ãyÇ—óaã‡","åªã‡/ëçéëéY","åªã‡/åéä‘îÑè„","åªã‡/éûâøëçäz","îÑä|ã‡Ç®ÇÊÇ—éÛéÊéËå`","êªïiÇ®ÇÊÇ—édä|ïi","ó¨ìÆî‰ó¶","å≈íËéëéY","ïâç¬","ó¨ìÆïâç¬","îÉä|ã‡Ç®ÇÊÇ—éxï•éËå`","å≈íËïâç¬","óLóòéqïâç¬","D/EÉåÉVÉI","ÉlÉbÉgDèÉóòâvî{ó¶","é©å»äîí≤êÆçœïâç¬î‰ó¶","èÉéëéY","äîéÂéëñ{","é©å»éëñ{","é©å»éëñ{î‰ó¶","éëñ{ã‡","óòâvèËó]ã‡","âcã∆CF","å∏âøèûãpîÔ","ÇÃÇÍÇÒèûãpîÔ","ìäéëCF","ç‡ñ±CF","ÉtÉäÅ[CF","ê›îıìäéëäz","å§ãÜäJî≠îÔ","î≠çsçœäîéÆëçêî","è]ã∆àıêî","îÑè„/è]ã∆àıêî","âcóò/è]ã∆àıêî","äîâø"
"2021","4","427159000000","387695000000","39464000000","9.2","29012000000","10451000000","2.4","30030000000","13953000000","5210000000","32.3","9873000000","2.3","125.3","2191.1","488308489122","211343489122","276965000000","29.8","1.2","36.4","18.4","0.5","7.9","30.0","1.12","23.9","1.4","5.7","0.58","4.3","5.7","1.0","1.3","734500000000","211422000000","70828000000","10","2","34","-","6116000000","106.6","523077000000","555416000000","198394000000","39119000000","357021000000","347793000000","2.0","28.1","310","179084000000","164918000000","172594000000","23","26157000000","127430000000","30591000000","19411000000","168000000","-10344000000","-1676000000","4692000000","25899000000","-","78771334","-","-","-","2683"
"2020","4","346121000000","325827000000","20294000000","5.9","29795000000","-9501000000","-","-","-9639000000","-881000000","7.0","-12074000000","-","-153.3","2083.8","527013288494","232952288494","294061000000","-","1.4","-","-","0.7","38.3","25.0","0.85","-16.3","1.2","-","0.49","4.3","-","-","-","707804000000","180940000000","51384000000","7","2","22","48227000000","7015000000","94.9","526863000000","537858000000","190645000000","41442000000","347212000000","345445000000","2.1","-24.4","314","169946000000","157661000000","164158000000","23","26157000000","120103000000","-9939000000","20796000000","287000000","-29245000000","56751000000","-36175000000","26236000000","-","78779942","19204","18023381","-494741","2957"
"2019","4","389446000000","341131000000","48315000000","12.4","31902000000","16411000000","4.2","38214000000","14322000000","5396000000","43.4","6678000000","1.7","84.8","2220.5","460346422161","209272422161","251074000000","29.9","1.2","35.8","11.9","0.5","7.3","35.0","1.32","41.3","1.6","3.8","0.58","3.8","3.8","2.4","1.0","667150000000","158275000000","34205000000","5","1","16","49140000000","7755000000","79.3","508874000000","486600000000","199531000000","55514000000","287069000000","285279000000","1.6","37.6","268","180549000000","172067000000","174889000000","26","26157000000","134548000000","18207000000","21354000000","449000000","-42744000000","32339000000","-19109000000","37316000000","-","78762673","19618","19851463","836528","2657"
"2018","4","396835000000","346078000000","50757000000","12.8","30585000000","20171000000","5.1","40575000000","19271000000","3491000000","34.1","6330000000","1.6","80.3","2231.7","432952755030","211182755030","221770000000","37.0","1.2","44.5","10.7","0.5","8.1","35.0","1.31","43.6","1.6","3.6","0.64","3.5","3.6","3.9","1.0","622816000000","140709000000","26391000000","4","1","12","51114000000","7168000000","80.5","482106000000","441305000000","174889000000","59746000000","266415000000","248161000000","1.4","35.0","242","181511000000","168342000000","175985000000","28","26157000000","130600000000","22377000000","20116000000","288000000","-58385000000","30064000000","-21839000000","44216000000","-","78858385","19498","20352600","1034516","2678"
"2017","4","375153000000","324726000000","50427000000","13.4","29996000000","20430000000","5.4","40989000000","20704000000","5364000000","30.8","11562000000","3.1","146.6","2251.3","402222119840","219186119840","183036000000","18.3","1.2","22.6","9.9","0.6","6.7","21.0","1.26","62.1","0.9","6.5","0.66","3.2","6.5","3.8","2.0","568703000000","128847000000","32766000000","6","1","15","41940000000","6948000000","77.5","439856000000","387317000000","166250000000","51754000000","221067000000","215802000000","1.2","15.8","212","181385000000","164617000000","177505000000","31","26157000000","126910000000","27409000000","20390000000","169000000","-41596000000","14273000000","-12671000000","40080000000","-","78843928","19102","19639462","1069522","2780"
"2016","4","358273000000","309753000000","48520000000","13.5","29165000000","19354000000","5.4","38665000000","19155000000","6379000000","33.7","12179000000","3.4","154.5","2080.4","349463600610","184895600610","164568000000","17.6","1.1","19.8","9.6","0.5","6.2","7.0","1.49","22.7","0.3","7.4","0.68","3.2","7.4","3.6","2.3","523179000000","122899000000","32852000000","6","1","18","37720000000","6639000000","82.3","400280000000","355632000000","149387000000","44686000000","206244000000","197420000000","1.2","13.5","211","167547000000","155889000000","164032000000","31","26157000000","118115000000","21083000000","19162000000","149000000","-30272000000","3772000000","-11435000000","32518000000","-","78846738","18840","19016614","1027282","2345"
"2015","4","361465000000","309905000000","51560000000","14.3","28217000000","23342000000","6.5","42661000000","22580000000","8040000000","34.1","15194000000","4.2","192.4","1866.7","440639377716","289838377716","150801000000","21.5","2.0","42.2","10.8","0.8","8.8","7.0","0.95","18.2","0.4","10.3","0.74","3.3","10.3","4.5","3.1","491675000000","117182000000","38415000000","8","1","13","38178000000","6558000000","81.8","374493000000","340772000000","143282000000","41113000000","197490000000","189216000000","1.3","9.9","225","150902000000","142551000000","147425000000","30","26157000000","104205000000","26979000000","19187000000","132000000","-22322000000","5053000000","1189000000","25790000000","-","78975035","18115","19953906","1288545","3670"
"2014","4","363523000000","317805000000","45718000000","12.6","27266000000","18451000000","5.1","37758000000","18135000000","7776000000","42.2","10374000000","2.9","131.3","1771.5","369099873490","217605873490","151494000000","22.4","1.6","34.9","10.3","0.6","7.5","7.0","1.27","26.6","0.4","7.4","0.77","3.4","7.4","3.3","2.2","472734000000","104505000000","29109000000","6","1","13","40714000000","6200000000","73.2","368228000000","329552000000","142757000000","43944000000","186795000000","180603000000","1.3","14.6","229","143181000000","130380000000","139923000000","30","26157000000","91986000000","22015000000","19118000000","189000000","-31326000000","7809000000","-12916000000","34931000000","-","78985798","17870","20342641","1032513","2755"
"2013","4","354986000000","307818000000","47168000000","13.3","26828000000","20339000000","5.7","39195000000","19756000000","7839000000","40.4","11332000000","3.2","143.5","1577.3","293529207240","154017207240","139512000000","-","1.2","-","-","-","8.2","6.0","1.54","20.9","0.4","9.1","0.8","3.6","9.0","4.2","2.6","444007000000","98149000000","30061000000","7","1","20","35192000000","6048000000","70.1","345857000000","316480000000","139931000000","43585000000","176549000000","169573000000","1.4","12.3","247","127526000000","122453000000","124580000000","28","26157000000","84055000000","30511000000","18660000000","196000000","-31714000000","241000000","-4251000000","34762000000","-","78983183","17622","20144478","1154182","1950"
"2012","4","338387000000","293955000000","44432000000","13.1","26848000000","17584000000","5.2","37567000000","16189000000","5992000000","38.7","9194000000","2.7","116.4","1479.3","287150192233","151253192233","135897000000","18.2","1.3","23.6","7.9","-","5.3","6.0","1.57","25.8","0.4","7.9","0.82","3.5","7.8","4.1","2.2","413998000000","91896000000","30267000000","7","1","20","31537000000","6330000000","80.6","322102000000","294501000000","114006000000","39793000000","180495000000","166164000000","1.4","14.8","245","119497000000","113495000000","116839000000","28","26157000000","75091000000","23163000000","19732000000","251000000","-16711000000","-10009000000","4566000000","18597000000","-","78983390","17497","19339715","1004972","1915"
